Q,A
 성폭력 방조 증거 멸 시 시립 도서관 처벌,안전_환경
 북아현 구역 재개발 조합 고용 용역 조합원 병원,교통_건축_국토
 방과후 강사 처우,기타
 화물 기사 표준 금제 제발,교통_건축_국토
 기흥구 조정 지역,교통_건축_국토
 양심 병역 거 부자 병역 피자 정정 복무 대체 기간 및 교도소 복무 그대로 진행 청원,외교_통일_국방
 제 의 상도동 유치원 붕괴,교통_건축_국토
 화물차 표준 운임 제 및 알선 소 수수료,교통_건축_국토
 자동차 부품 차 협력 사 동국 실업 아산 공장,경제민주화
 한국 항공사 방직 정규직 전환 시험 모든 부문 비정규직 미래,일자리
 양산시 양산 웅상 지역,행정
 주휴수당 제도 폐지 청원,성장동력
 초등학교 저학년 영어 방과후 금지 폐지 청원 외국 사례 보고 현실,육아_교육
 신안군 안좌면 태양광 사업 위기 섬,행정
 무고죄 처벌 강화 청원 이수역 사건 컴 사건,행정
 조정 대상 지역 동다 위로,경제민주화
 주휴수당 제도 폐지 청원,기타
 주휴수당 반대 폐지,기타
 최저 금 인상 및 주휴수당 제도,일자리
 주휴수당 제도 폐지,기타
 이사회 재 임용 탈락,육아_교육
 지적장애 급 과중 작업 회사,보건복지
 삶 터전 집 대한 재산권 보장,교통_건축_국토
 폰 팔이 휴대폰 매출 세금 무일푼 억 소리 나 외제차 타네,행정
 저 거짓말 하나로 성범죄자 취급,인권_성평등
 일본군 위안부 피해자 이옥 선 할머니 사기 피해,인권_성평등
 서울대학교 학기 성적 입력 시 바로 공개,성장동력
 자녀 혜택 자동차 취 등록세 면제 관련,저출산_고령화대책
 이승기 연예 대상 박탈 요청,인권_성평등
 연예 대상 이승기 박탈,문화_예술_체육_언론
 이승기 대상 박탈 백종원 대표 대상,문화_예술_체육_언론
 이승기 대상 박탈,문화_예술_체육_언론
 피해자 번 손해 보험 주식회사,미래
 남성 역차별 방지법 도입 촉구,인권_성평등
 민주 연구원 운영 기획 실의 횡포 민주 연구원 안 일베,정치개혁
 대상 이승기 해명,경제민주화
 대상 다시,일자리
 근무 중 거짓말 미성년 매수 남 경찰관 당장 해임,인권_성평등
 수원 용인 수지 기흥 조정 지역,교통_건축_국토
 아토피 신약 듀피젠트 급여,보건복지
 안경 협회 안경 사 생존권 위협 행위,기타
 연예 대상 대상 자격 논란 대한 청원,기타
 인천공항 셔틀버스 불공정 노동 행위 강요 병원 입원,안전_환경
 연예 대상 논란,문화_예술_체육_언론
 이승기 소속사 국정감사,문화_예술_체육_언론
 대상 이승기 백종원 당장,기타
 대상 백종원 선생님 사과 하라,문화_예술_체육_언론
 이승기 대상 취소,기타
 연예 대상 백종원,문화_예술_체육_언론
 이승기 대상,기타
 대순진리회 매각,기타
 연예 대상 조작 수상,문화_예술_체육_언론
 족벌 사학 안양 대학교 불법 거래 매매 조사해 처벌,육아_교육
 시청률 이승기 대상,문화_예술_체육_언론
 한국 장애 가족 부디,보건복지
 한부모 가정 자동차 소유 인정,보건복지
 및 연예 대상 대해 청원,기타
 연예 대상 주작 논란,문화_예술_체육_언론
 백종원 대통령 표창,문화_예술_체육_언론
 새해 청원 한국 나이 이제 폐지,행정
 어린이집 보육료 최저임금 보육료 현실,육아_교육
 경영 위기 병원,보건복지
 또 하나 산부인과 의료사 제발 산모 남편,보건복지
 여성가족부 폐지 청원,인권_성평등
 성인 인물 것 것,인권_성평등
 불통 아이콘 남양주 조광 시장 사퇴 요구,정치개혁
 여성부 실시 예정 고위 관리직 목표 제 폐지,일자리
 이승기 관련 청원 삭제,문화_예술_체육_언론
 가족 형태 변화 주택 청약 제도 합리 수정 요청,교통_건축_국토
 주휴수당 폐지,일자리
 방송사 대형 기획사 무대 엔딩 횡포 관행,문화_예술_체육_언론
 정신 이상자 세 할머니 뇌사 빠트리,인권_성평등
 강북 삼성 병원 의료 진 사망 사건 관련 의료 안정 위 청원,보건복지
 위안부 할머니 돈 인간 양심,인권_성평등
 소뇌 위축 증 환자 백혈병 표적 치료 제인 시그나 보험 급여 해,보건복지
 부터 형 사다리 사용 법적 제재 취한 것 과 정책 것,안전_환경
 공공기관 정규직 전환 누구 위 것,일자리
 여성 위생용품 인상 대해,인권_성평등
 심신 미약 노인 폭행,안전_환경
 외국인 결핵 치료 무조건 공짜 해 것 중단 시오,보건복지
 강북 병원 정신과 의사 피습 사건 가해자 처벌,미래
 철도공사 영진 좀,교통_건축_국토
 학교 운영 위원회 학생 참여 의무 위 초 중등 교육법 개정 청원,육아_교육
 월급 날짜,일자리
 민락 지구 호선 정거장 설치 관 청원,교통_건축_국토
 자동차 사이드 스텝 규정 완화,교통_건축_국토
 가족,인권_성평등
 유방암 국가 검진 더 일찍,보건복지
 플라스틱 사용 관련 법 제정,안전_환경
 김정주 선거법 위반 수사,정치개혁
 한국 정보화 진흥 고발,보건복지
 년생법 대한 책임,육아_교육
 국가 최저 시급,일자리
 울진 군민 약속 한울 호기 원전 건설 조속 재개 시오,성장동력
 대한민국 소방 신고 소방대,안전_환경
 대한민국 국민 소득 주도 성장 정책 폐기,일자리
 디스패치 폐지 요구,인권_성평등
 국민 우롱 방송 편파 대형 기획사 편애 비리 세무 감사,문화_예술_체육_언론
 모 아울렛 월 정기 휴무 및 명절 당일 휴무,일자리
 문재인 정부 소상 공인 성공 위 제로 페이 개선 방안 독점폐쇄 완전 개방 혁신 경쟁,기타
 부산 국립 해양 박물관 비정규직 근로자 부당 대량 해고 취소 청원,일자리
 당선 이후 일 의원 퇴 요청,정치개혁
 공연 관람 티켓 플미,문화_예술_체육_언론
 악마 교회 목사 온몸 멍 채 엄마 제발,인권_성평등
 제발 저 좀,기타
 희귀 병환 현실,보건복지
 한부모 가정 기준 소득 상향 조정 요청,육아_교육
 강북 삼성 병원 피살 임 세원 교수 피의자 처벌 강화,안전_환경
 디스패치 폐지,인권_성평등
 인터넷 연예 전문 언론 매체 디스패치 폐지 요청,문화_예술_체육_언론
 무기계약직 전환 식약처 실태 고발,일자리
 건축사 시험 제도 문제점 개선 건의,교통_건축_국토
 신재민 전 사무관,정치개혁
 지난 밤 아이 아빠,안전_환경
 의료 진 구급대원 폭행 사망 사람 나라,안전_환경
 톱텍 소액 주주,성장동력
 육아휴직 신청 기한 만 세,육아_교육
 만 나이 공식 일상 사용 선포,미래
 태양광 건설 현장 폭염 속 제 처남 사건 대해 수사,기타
 나 왜 기획재정부 신재민,정치개혁
 의료 진의 인권 개선 위해 조속 임 세원 법 제정,안전_환경
 데이트 폭행 남 처벌 요구,인권_성평등
 정신질환 범죄 위 안전 조치 및 정신질환 대하 직업 대한 보호 조치 시행 시오,안전_환경
 서민 금융 농협 새마을금고 수장 선거법 위반 세상 일이,기타
 만 나이 통일,기타
 충청남도 당진시 학교 급식 직영 실체,육아_교육
 현대 자동차 판매 겁,안전_환경
 횡포 글로벌 강소기업 선정 비프 렌 위기 처 도,일자리
 중등 교원 임용고시 차 시험 채점 결과 재 검토 및 채점 관련 정보 제공 요청,행정
 군인 월급 직비,일자리
 서울시 외국인 특별시 외국인 유치 창업 지원 것 중단,일자리
 연예인 사생활 존중 디스패치,미래
 이명박 박근혜 정부 공무원 불법 사찰 진상 규명,정치개혁
 스테로이드 사용 의학 목적 외 불법 시오,문화_예술_체육_언론
 임대주택 조합 대한 문의 및 청원,교통_건축_국토
 장애인 활동 지원 사업 휴게 시간 예외 특례 적용 요청,보건복지
 세 아들 사망 계모 아동학대 수사,육아_교육
 주휴수당 폐지,일자리
 염증성장질환 환 장애인 화장실 사용 허가,보건복지
 만나이 통일 좀,보건복지
 제 골든디스크 부정 투표,기타
 제천시 폐기물 공장 아스콘 공장 설립 반대,안전_환경
 주휴수당 제도 폐지,일자리
 신재민 전 사무관 대한 고발 취소 및 공익 제보자 보호 요청 기회 과정 결과 정의 울 것 대통령 약속,정치개혁
 경찰 수당 현실 요구 저희 대한민국 국민,행정
 용인 기흥 수지 장지역 제외 요청,교통_건축_국토
 슬 라임 언론보도,일자리
 엑소 팬덤 골든디스크 불법 투표 개인 명의 도용 피해 사실 방관 불법 사례 법,문화_예술_체육_언론
 아토피 치료 제 듀피젠트 보험 적용 보급 요청,보건복지
 불법체류자 단속,일자리
 골든디스크 엑소 엑소 팬덤 의 부정 투표 처벌,인권_성평등
 손 혜원 사람 인성 국민 세금 멱,정치개혁
 페미니즘 데블 스 국가 지원 중단 환수,인권_성평등
 구미 시민 대표 국민 청원,성장동력
 문재인 대통령 탄핵 청원,정치개혁
 중등 임용고사 시험 현 문제점 정성 청렴 객관성 신뢰 위해,육아_교육
 여성가족부 폐지,정치개혁
 김태우 사관 신재민 당신 용기 지지,정치개혁
 모든 국민 피해자 아파트 비리 대한 적폐 청산 해,미래
 신재민 공직 비리 고발 인정 고공 법적 보,정치개혁
 교육 무직 전수 조사 자격 검증 해주시 공채,육아_교육
 국민 청원 기독교 헤럴드 창간 멤버 편집국 양진우 목사 전격 해고,기타
 무직 고충,기타
 신재민 사무관 법,정치개혁
 신재민 전 사무관 보호 기회 과정 결과 정의 울 것 대통령 약속,정치개혁
 함 광열 이등병 의문사 사건 재 조사,외교_통일_국방
 백종원 골목 식당 피자 집 하차,문화_예술_체육_언론
 안성시 우석 제의 직권남용 공무원 인권 호소 대변,인권_성평등
 손 혜원 막말 위원 사과 하라,정치개혁
 어찌 이 엉터리 정권 신재민 김태우 범법 는가,정치개혁
 넥슨 매각,문화_예술_체육_언론
 루푸스 산정 특례 범위 제한,보건복지
 문재인 신재민 살해 노무현 노회찬 분 자살 마,반려동물
 저 대한민국 교도관,인권_성평등
 국가 헌신 전역 장병 대한 제대로 처우,외교_통일_국방
 공무 사망 무직 근로자 환경미화원 국가 보훈 대상자 지정,인권_성평등
 행정고시 사무관 사표 자살 청와대 기재부 적자 국채 폭로 신재민 세 사무관 국민 영웅,정치개혁
 신재민 사무관 촛불,정치개혁
 건설 건설업 면허 취소 시오,교통_건축_국토
 손예원 의원 사퇴 요청,인권_성평등
 눈 아버지,안전_환경
 임 세원 교수 의사 자로 지정,안전_환경
 주식시장 도박 판입 공매도 말 도입,경제민주화
 비율 면 대통령 솔선수범 대통령 경호원 경호원 증원,안전_환경
 우리 살인자 진료 권리,보건복지
 민주당 손 혜원 의원직 박탈 청원,인권_성평등
 도빈 사건 수사,육아_교육
 공익 제보자 신재민 사무관 매도 손헤 의원 시민 년 욕 게좌 이체 손헤 명예훼손 파면 수사,정치개혁
 사다리 사용 규제 대한 부작용,안전_환경
 손 혜원,기타
 손 혜원 막말,인권_성평등
 이야기 제주도 도빈 죽음,기타
 형 사다리 규제 완화,교통_건축_국토
 롯데 슈퍼 모자라 계약서 위조,행정
 천안 교도소 김병기 교위 박준호 교도관 고발,인권_성평등
 가요 거대 기획사 및 언론 장악 골든디스크 개인정보 도용 통한 부정 투표 대해 조사 및 부정부패 뿌리,문화_예술_체육_언론
 개혁 나랏돈 공짜 외유 휴가 제발,정치개혁
 반려동물 사체 폐기물,반려동물
 다리 깁스 운전 출고 한지 하루 차량 박살 사람과 보험사 처벌 부탁,교통_건축_국토
 일산 킨텍스 실내 썰매 키즈 월드 영업 중단 청원,문화_예술_체육_언론
 대통령 보육 시설 모두 폐 청원 의미,보건복지
 대한민국 망신 경북 예천군 박종철 의원 의원직 박탈 요청,외교_통일_국방
 나라 망신 자 한당 예천군 의회 박종철 사퇴 청원,정치개혁
 건설 사 품질 실장,인권_성평등
 오산 동탄동 구성역 분당선 연장 건,교통_건축_국토
 오산 동탄동 세브란스병원 구성역 분당선 연장 건,교통_건축_국토
 유전 난치 질환 다운증후군 유형 산정 특례 제한 개정 요구,보건복지
